Date,Close,High,Low,Open,Volume,Ticker,DailyMovement
2021-11-23,158.63418579101562,159.01747824025801,156.32459347097884,158.34916461294523,96041900,AAPL,1
2021-11-24,159.15509033203125,159.3516478958434,156.89464085723944,157.98555258223482,69463600,AAPL,1
2021-11-26,154.11329650878906,157.69069791152225,153.67103827148128,156.82584169085234,76959800,AAPL,0
2021-11-29,157.48431396484375,158.417973553797,156.05923801728514,156.6292653970327,88748200,AAPL,1
2021-11-30,162.45729064941406,162.673508444908,157.1698072809554,157.23861066878493,174048100,AAPL,1
2021-12-01,161.9364013671875,167.3712989739356,161.7005233258962,164.59978822518326,152052500,AAPL,0
2021-12-02,160.9437713623047,161.3762069674829,155.08627542774454,156.0101124031017,136739200,AAPL,1
2021-12-03,159.05677795410156,162.12313243269475,156.97324112607134,161.19929553834072,118023100,AAPL,0
2021-12-06,162.47694396972656,164.9929163957049,161.45482079893625,161.46464342690166,107497000,AAPL,1
2021-12-07,168.23614501953125,168.62927506471814,165.44498918240458,166.17226851871695,120405400,AAPL,1
2021-12-08,172.06906127929688,172.93393226697748,167.76438158600135,169.16979694098234,116998900,AAPL,1
2021-12-09,171.5580291748047,173.71036939014843,170.9290360750293,171.9020161028415,108923700,AAPL,0
2021-12-10,176.3639678955078,176.54088020608674,171.68583174246828,172.1968934218969,115402700,AAPL,1
2021-12-13,172.71775817871094,178.99786706027314,172.51136300579722,178.00522669948663,153237000,AAPL,0
2021-12-14,171.3319854736328,174.68334606426572,169.248448682449,172.23616209992724,139380400,AAPL,0
2021-12-15,176.21652221679688,176.41307975206385,169.34672613583356,172.09857661870694,131063300,AAPL,1
2021-12-16,169.29757690429688,178.02486912244925,167.81355032065514,176.19685561719783,150185800,AAPL,0
2021-12-17,168.1968231201172,170.48675479737042,166.77176246160374,167.00762546934996,195432700,AAPL,1
2021-12-20,166.83078002929688,167.6465081759867,164.5801681519043,165.38605867263166,107499100,AAPL,1
2021-12-21,170.01502990722656,170.22141005857458,166.21157358651485,168.60961436850548,91185900,AAPL,1
2021-12-22,172.61949157714844,172.83570940336168,169.18950423983955,170.06419817447264,92135300,AAPL,1
2021-12-23,173.24842834472656,173.8086329836517,172.2558031906658,172.82583045617022,68356600,AAPL,1
2021-12-27,177.22885131835938,177.31729998150618,174.02491921674502,174.04456447763383,74919600,AAPL,1
2021-12-28,176.20668029785156,178.2116060992947,175.45975568348982,177.0617287998104,79144300,AAPL,0
2021-12-29,176.29515075683594,177.5236541153346,175.07647002650884,176.2460076232202,62348900,AAPL,1
2021-12-30,175.13540649414062,177.46465866978764,175.0272976168205,176.38356989658638,59773000,AAPL,0
2021-12-31,174.51626586914062,176.14770679713808,174.21158446445702,175.02731242664456,64062300,AAPL,0
2022-01-03,178.87991333007812,179.73496187327837,174.653873733677,174.77180525837534,104487900,AAPL,1
2022-01-04,176.609619140625,179.7939048717263,176.0395918494563,179.48923847391032,99310400,AAPL,0
2022-01-05,171.91183471679688,177.0715485386063,171.63665117934394,176.52118146370043,94537600,AAPL,0
2022-01-06,169.04208374023438,172.28533602057317,168.68827412789958,169.73004270966848,96904000,AAPL,0
2022-01-07,169.20913696289062,171.14525945761193,168.08874249862777,169.91675609783337,86709100,AAPL,0
2022-01-10,169.2288055419922,169.53347199078678,165.27793434356843,166.17228843262194,106765600,AAPL,1
2022-01-11,172.06906127929688,172.16733253020323,167.88232808201516,169.35653181299298,76138300,AAPL,1
2022-01-12,172.5113525390625,174.13297095610363,171.8135710369917,173.09120251884048,74805200,AAPL,0
2022-01-13,169.2288055419922,173.5826144650006,168.835675449693,172.7570637657418,84505800,AAPL,0
2022-01-14,170.09364318847656,170.79142459551545,168.14768335739595,168.39338399296278,80440800,AAPL,1
2022-01-18,166.87991333007812,169.57278332194957,166.49662084966823,168.56049766865218,90956700,AAPL,0
2022-01-19,163.37127685546875,168.13787560571404,163.08627069140266,167.07644696659617,94815000,AAPL,0
2022-01-20,161.6808624267578,166.76195044943782,161.3565357449214,164.10838623013277,91420500,AAPL,0
2022-01-21,159.6169891357422,163.46957389675498,159.50888023954428,161.59241715203612,122848900,AAPL,0
2022-01-24,158.84056091308594,159.50887451917274,152.0395683138979,157.26808565686596,162294600,AAPL,1
2022-01-25,157.03221130371094,159.9609590965899,154.31968130054574,156.24596615896806,115798400,AAPL,1
2022-01-26,156.94378662109375,161.5629569316169,155.10595012433467,160.68826301110587,108275300,AAPL,0
2022-01-27,156.4818572998047,161.02240127110773,155.55802030212934,159.65630602886313,121954600,AAPL,0
2022-01-28,167.40078735351562,167.42044760669708,160.00028414870977,162.86024363325143,179935700,AAPL,1
2022-01-31,171.77427673339844,171.990494554835,166.59490164124617,167.23373247599272,115541600,AAPL,1
2022-02-01,171.60720825195312,171.83324871111864,169.34675867115328,171.01752053648133,86213900,AAPL,1
2022-02-02,172.8160400390625,172.85536054887322,170.3492104199486,171.74478859061858,84914300,AAPL,1
2022-02-03,169.92654418945312,173.2091158968661,169.15995944846543,171.47937392017522,89418100,AAPL,0
2022-02-04,169.64120483398438,171.32394513354754,167.9584645344212,168.94251932550307,82465400,AAPL,1
2022-02-07,168.9228515625,171.1763304609041,168.22416604358875,170.1037143263292,77251200,AAPL,0
2022-02-08,172.04229736328125,172.55401004838063,168.69650213361186,168.9917215679186,74829200,AAPL,1
2022-02-09,173.4691925048828,173.83328800439335,172.1111919697569,173.24286408752374,71285000,AAPL,1
2022-02-10,169.3755340576172,172.6819593071923,168.814630541294,171.3633292711471,90865900,AAPL,0
2022-02-11,165.95098876953125,170.32019416538782,165.3605499263947,169.5821531192089,98670700,AAPL,0
2022-02-14,166.1871795654297,166.87601492289843,163.90416522012222,164.70124720629926,86185500,AAPL,1
2022-02-15,170.03482055664062,170.19227292675632,167.5353279968633,168.24384864689935,62527400,AAPL,1
2022-02-16,169.79864501953125,170.57604164188683,167.3385082183659,169.10980971830162,61177400,AAPL,1
2022-02-17,166.1871795654297,169.1688644106395,165.78371349338204,168.30289138097328,69589300,AAPL,0
2022-02-18,164.63238525390625,167.82071347120757,163.54008373100112,167.11220776829634,82772700,AAPL,0
2022-02-22,161.6999053955078,164.03211066057264,159.56449308823295,162.3493702057695,91162800,AAPL,0
2022-02-23,157.5176544189453,163.50069421366558,157.20274968475783,162.90042020266935,90009200,AAPL,0
2022-02-24,160.14508056640625,160.25332719300383,149.57632680623354,150.14708038143124,141147500,AAPL,1
2022-02-25,162.22145080566406,162.48713480856267,158.30490162446958,161.22754578023935,91974200,AAPL,1
2022-02-28,162.4871368408203,162.78235630766343,159.84002681342048,160.45998619224247,95056600,AAPL,1
2022-03-01,160.59774780273438,163.94354328714707,159.3873645469528,162.07383007117033,83474400,AAPL,0
2022-03-02,163.9041748046875,164.69142169446647,160.35173616541616,161.7687775639212,79724800,AAPL,1
2022-03-03,163.5794219970703,166.21669661748916,162.91027195360368,165.78371011148872,76678400,AAPL,0
2022-03-04,160.5681915283203,162.91024634323853,159.51526088651318,161.86715084211824,83737200,AAPL,0
2022-03-07,156.7599639892578,162.38875977204634,156.5041000801844,160.75522487368383,96418800,AAPL,0
2022-03-08,154.92959594726562,160.28285666328267,153.3157466151268,156.28759642734667,131148300,AAPL,0
2022-03-09,160.35169982910156,160.8043715681801,156.8681530267331,158.90513831388122,91454900,AAPL,1
2022-03-10,155.9923858642578,157.83256370946663,153.49287802702014,157.64559087729302,105342000,AAPL,0
2022-03-11,152.26280212402344,156.74025467661986,152.03647371376925,156.39582947431037,96970100,AAPL,0
2022-03-14,148.21832275390625,151.66251440478936,147.70662509120922,149.03509000440232,108732100,AAPL,0
2022-03-15,152.61705017089844,153.089407270085,147.98216062819657,148.49385829575584,92964300,AAPL,1
2022-03-16,157.04530334472656,157.44876942008187,151.99711238572482,154.54581073699606,102300200,AAPL,1
2022-03-17,158.0588836669922,158.4328293113158,155.1165693039783,156.08093884327653,75615400,AAPL,1
2022-03-18,161.3652801513672,161.85730748505333,157.21256825381766,157.95060925434686,123511700,AAPL,1
2022-03-21,162.74298095703125,163.69751527513725,160.410760966115,160.90278834594352,95811400,AAPL,1
2022-03-22,166.12815856933594,166.71858251121776,162.28050023380402,162.87092417568584,81532000,AAPL,1
2022-03-23,167.49600219726562,169.8872485547504,164.9768088738895,165.31139897375533,98062700,AAPL,1
2022-03-24,171.29443359375,171.36330962465348,167.4959813021374,168.33241890873853,90131400,AAPL,1
2022-03-25,171.93405151367188,172.4851197852727,169.99546240540764,171.10744910627062,80546200,AAPL,1
2022-03-28,172.80001831054688,172.92793521618862,169.2574152411662,169.42470274506977,90371900,AAPL,1
2022-03-29,176.10646057128906,176.15565130084448,173.52822668291532,173.8726518827145,100589400,AAPL,1
2022-03-30,174.93544006347656,176.74609743731983,173.88249413539714,175.7030016679424,92633200,AAPL,0
2022-03-31,171.82583618164062,175.19130232369773,171.61917803441048,175.00432947989117,103049300,AAPL,0
2022-04-01,171.53057861328125,172.09149702017976,169.198373694139,171.25504448846627,78751300,AAPL,1
2022-04-04,175.5947265625,175.64393230157518,171.6585076842211,171.78643960271984,76468400,AAPL,1
2022-04-05,172.26864624023438,175.45698948199342,171.6388517127187,174.66974256872732,73401800,AAPL,0
2022-04-06,169.09014892578125,170.86145068243167,167.4172586616336,169.61169680197753,89058800,AAPL,0
2022-04-07,169.39520263671875,170.59575076458447,167.14172361896223,168.4308330803216,77594700,AAPL,1
2022-04-08,167.37786865234375,169.04092358061774,166.50206052636017,169.04092358061774,76575500,AAPL,0
2022-04-11,163.1071014404297,166.33480034612657,162.8610877127669,166.01991058277108,72246700,AAPL,0
2022-04-12,164.98663330078125,167.1613860255376,163.98289318870957,165.34089363354275,79265200,AAPL,0
2022-04-13,167.6829376220703,168.3127321148904,164.11082878699807,164.72093797881234,70618900,AAPL,1
2022-04-14,162.65440368652344,168.53906192676106,162.40838999801636,167.89941732735232,75329400,AAPL,0
2022-04-18,162.43789672851562,163.94349903468162,160.96181485851122,161.3062249522235,69023900,AAPL,1
2022-04-19,164.7307586669922,165.14407487442162,161.29641720934256,162.38871857930025,67723800,AAPL,1
2022-04-20,164.56349182128906,166.18719136722032,163.45152002793873,166.06909457220715,67929800,AAPL,0
2022-04-21,163.7664031982422,168.7949239860417,163.26454063992998,166.21670513338208,87227800,AAPL,0
2022-04-22,159.21022033691406,165.1932753547798,158.92485105020066,163.80576949112535,84882400,AAPL,0
2022-04-25,160.28285217285156,160.5682214607871,155.9333317168137,158.55090609825874,96046400,AAPL,1
2022-04-26,154.2998046875,159.7514619922399,154.22107849702726,159.66290065876512,95623200,AAPL,0
2022-04-27,154.07347106933594,157.24211378977282,152.9024434257798,153.42399128149194,88063200,AAPL,1
2022-04-28,161.03074645996094,161.8967195942573,156.3958411813348,156.710745963074,130216800,AAPL,1
2022-04-29,155.13624572753906,163.54991794930683,154.7426297819827,159.25943807460507,131747600,AAPL,0
2022-05-02,155.44131469726562,155.70699870242646,150.8260949299853,154.21124610323508,123055300,AAPL,1
2022-05-03,156.93704223632812,158.1474403507243,153.8274407389376,155.62824765941318,88966500,AAPL,1
2022-05-04,163.37277221679688,163.82542898874118,156.7205525613251,157.12401860863298,108256500,AAPL,1
2022-05-05,154.27029418945312,161.46373326041538,152.47930702556806,161.23740483289234,130525300,AAPL,0
2022-05-06,154.99951171875,157.12819632922913,151.94445426643958,153.7479219194113,116124600,AAPL,1
2022-05-09,149.855224609375,153.5705662251753,149.29349706523496,152.68360662844097,131577900,AAPL,0
2022-05-10,152.26971435546875,154.46739183893223,150.71262137734965,153.26507972972064,115366700,AAPL,0
2022-05-11,144.3758544921875,153.1960828683304,143.6958565940324,151.27435948498825,142689800,AAPL,0
2022-05-12,140.4929962158203,144.0802186431024,136.78751850070398,140.69995800707954,182602000,AAPL,0
2022-05-13,144.97702026367188,145.95267144882655,141.03501714594583,142.49355408899086,113990900,AAPL,1
2022-05-16,143.42977905273438,145.3810814533927,142.08949737035988,143.43964368471316,86643800,AAPL,0
2022-05-17,147.0761260986328,147.5984402531948,144.5532317399834,146.7016310302499,78336300,AAPL,1
2022-05-18,138.7781982421875,145.22336538861344,137.87152447980347,144.72076550868903,109742900,AAPL,0
2022-05-19,135.35853576660156,139.6060416476657,134.6194101946053,137.85185149313176,136095600,AAPL,0
2022-05-20,135.59507751464844,138.65998619300626,130.6872867982363,137.07332899866248,137426100,AAPL,0
2022-05-23,141.03500366210938,141.18282274987226,135.65416330433425,135.79213279876197,117726300,AAPL,1
2022-05-24,138.3249053955078,139.91156242846,135.33883890454032,138.76837778809255,104132700,AAPL,0
2022-05-25,138.48257446289062,139.73414963230113,136.33417493293138,136.42286639453397,92482700,AAPL,1
2022-05-26,141.69529724121094,142.24717525757603,135.1515728345783,135.3979480231376,90601500,AAPL,1
2022-05-27,147.47030639648438,147.50971980321964,143.15380903801713,143.28192892561134,90978500,AAPL,1
2022-05-31,146.68191528320312,148.47553371046925,144.71091395436392,146.9085912630533,103718400,AAPL,0
2022-06-01,146.5538330078125,149.5398992781837,145.53875333248308,147.7265663476628,74286600,AAPL,0
2022-06-02,149.017578125,149.07670576522273,144.7306437582719,145.6865807086683,72348100,AAPL,1
2022-06-03,143.2720947265625,145.82453789756687,142.3654358987846,144.770044944171,88570300,AAPL,0
2022-06-06,144.02105712890625,146.41583140720172,142.799030970996,144.89815206168706,71598400,AAPL,0
2022-06-07,146.5538330078125,146.83962162801657,142.01067364318868,142.25704884726255,67808200,AAPL,1
2022-06-08,145.81466674804688,147.69696135392218,145.32191647725907,146.4256722718094,53950200,AAPL,0
2022-06-09,140.57180786132812,145.80481374848975,140.4634021916062,144.94743302094574,69473000,AAPL,0
2022-06-10,135.14170837402344,138.71906549283727,135.07271611079338,138.2460293933542,91437900,AAPL,0
2022-06-13,129.9678192138672,133.23967326736573,129.5341965596281,130.94345514835987,122207100,AAPL,0
2022-06-14,130.83506774902344,131.94868835400084,129.57362805380447,131.19971323419813,84784300,AAPL,0
2022-06-15,133.46632385253906,135.34863339335774,130.24374808427632,132.34285389788312,91533000,AAPL,1
2022-06-16,128.17420959472656,130.47042786825955,127.16899474112004,130.16492507881696,108123900,AAPL,0
2022-06-17,129.6524658203125,131.15043105016284,127.92783964673345,128.18407944512376,134520300,AAPL,1
2022-06-21,133.89999389648438,135.07274229839362,131.38697879244958,131.48551985360913,81000500,AAPL,1
2022-06-22,133.3875274658203,135.76257275465719,131.96840403366457,132.8356344352228,73409200,AAPL,1
2022-06-23,136.26516723632812,136.58051959738074,133.6634463480769,134.8361944256016,72433800,AAPL,1
2022-06-24,139.60604858398438,139.85242378689094,137.74345265151274,137.87155753149082,89116800,AAPL,1
2022-06-27,139.60604858398438,141.40951687376628,138.92605061795442,140.6309628115541,70207900,AAPL,0
2022-06-28,135.4471893310547,141.34047803244417,135.32893408463596,140.06918902081082,67083400,AAPL,0
2022-06-29,137.21124267578125,138.6303659287056,134.6883635761582,135.46691746181185,66242400,AAPL,1
2022-06-30,134.73765563964844,136.36372576433453,131.8304316095035,135.25996980273172,98964500,AAPL,0
2022-07-01,136.91561889648438,137.024024585963,133.6930421082137,134.06752218659983,71051600,AAPL,1
2022-07-05,139.50750732421875,139.5567853775505,134.9446332691187,135.7724654674607,73353800,AAPL,1
2022-07-06,140.8477325439453,142.03033016068872,139.03441519576913,139.30050454673838,74064300,AAPL,1
2022-07-07,144.22802734375,144.42512446788226,141.20253310502923,141.21238269809453,66253700,AAPL,1
2022-07-08,144.90802001953125,145.41063501342293,142.89760515660754,143.15382993164704,64547800,AAPL,1
2022-07-11,142.7694854736328,144.51382597051048,141.69529329047643,143.55788906254995,63141600,AAPL,0
2022-07-12,143.74513244628906,146.29757564571045,142.946879286725,143.6465763614465,77588800,AAPL,1
2022-07-13,143.38052368164062,144.32659607398423,140.05937560083458,140.91677156348607,71185600,AAPL,1
2022-07-14,146.31729125976562,146.79032738889836,141.17297636311127,141.99094375492155,78140700,AAPL,1
2022-07-15,147.9926300048828,148.67262785570932,146.05119253188846,147.6082853549652,76259900,AAPL,1
2022-07-18,144.9375762939453,149.37232886647305,144.57293085689554,148.55436158747918,81420900,AAPL,0
2022-07-19,148.8106231689453,149.0372841460399,144.7799284417916,145.77527885211921,82982400,AAPL,1
2022-07-20,150.82101440429688,151.49116267268522,148.18972944635095,148.9288549414216,64823400,AAPL,1
2022-07-21,153.09750366210938,153.31431496799257,149.73694345846363,152.25982224960214,65086600,AAPL,1
2022-07-22,151.8557891845703,154.01403798046638,151.18565597102892,153.13694301712763,66675400,AAPL,0
2022-07-25,150.7322998046875,152.79199225894908,150.0720162683352,151.77692793794765,53623900,AAPL,0
2022-07-26,149.40191650390625,150.87030296581528,148.61351291334188,150.05233555639018,55138700,AAPL,0
2022-07-27,154.51663208007812,155.04881082380393,149.9537745387539,150.36768298523742,78620700,AAPL,1
2022-07-28,155.06851196289062,155.35430049556004,152.17113804441613,154.70386654701585,81378700,AAPL,1
2022-07-29,160.15370178222656,161.25747271207914,157.18735030288008,158.90212681060993,101786900,AAPL,1
2022-08-01,159.168212890625,161.2180561543135,158.55720726769144,158.6754625398599,67829400,AAPL,1
2022-08-02,157.68997192382812,160.0551827813026,157.31549185882793,157.77867842117527,59907000,AAPL,0
2022-08-03,163.7212371826172,164.17455908657996,158.41923856963987,158.50793002421338,82507500,AAPL,1
2022-08-04,163.40586853027344,164.76586430720064,162.04587275334626,163.60296566260632,55474100,AAPL,0
2022-08-05,163.1788787841797,163.67231353700947,160.85972942250632,161.0669786444056,56697000,AAPL,1
2022-08-08,162.70516967773438,165.60656841764427,162.04396891961866,164.18547392802034,60276900,AAPL,0
2022-08-09,162.75453186035156,163.6427235312398,161.10646144310655,161.86635524789833,63135500,AAPL,1
2022-08-10,167.01780700683594,167.11648492615134,164.70852083002953,165.47827786948693,70170500,AAPL,1
2022-08-11,166.2776641845703,168.74483818248612,165.9816002931334,167.8270416248752,57149200,AAPL,0
2022-08-12,169.84024047851562,169.90931351048877,167.17568088366417,167.59017930923486,68039400,AAPL,1
2022-08-15,170.91595458984375,171.11332550526615,169.10011807446065,169.26788410549148,54091700,AAPL,1
2022-08-16,170.758056640625,171.4291358420734,169.40605002056787,170.5113392247935,56377100,AAPL,1
2022-08-17,172.2581024169922,173.83708484024334,170.30410470369227,170.50147562429416,79542000,AAPL,1
2022-08-18,171.8633270263672,172.60347919281742,170.84685258911696,171.46858522763415,62290100,AAPL,1
2022-08-19,169.26788330078125,171.4587350859564,169.06063405258988,170.758051022337,70346300,AAPL,0
2022-08-22,165.36973571777344,167.62966033417896,164.94537398602955,167.4618943197239,69026800,AAPL,0
2022-08-23,165.03419494628906,166.49477276056035,164.46180878530728,164.88617053329148,54147100,AAPL,1
2022-08-24,165.3302459716797,165.90263208814247,164.0670542175665,165.12301180960134,53841500,AAPL,1
2022-08-25,167.7974395751953,167.9059958352742,166.13950584864693,166.56385255540565,51218200,AAPL,1
2022-08-26,161.4716033935547,168.80405254539968,161.4123936253421,168.3303593412636,78961000,AAPL,0
2022-08-29,159.26101684570312,160.76104775775735,157.72150271792214,159.0340260013609,73314000,AAPL,1
2022-08-30,156.82347106933594,160.42553952970596,155.64909369131306,160.0011927774789,77906200,AAPL,0
2022-08-31,155.1556396484375,158.47152210531658,155.07668827346,158.20506309707196,87991100,AAPL,0
2022-09-01,155.88592529296875,156.3398768664933,152.6391159459931,154.58325022090398,74229900,AAPL,1
2022-09-02,153.76414489746094,158.2544044411162,152.93517807481416,157.65241340262483,76957800,AAPL,0
2022-09-06,152.50096130371094,155.02734512371137,151.67199443622994,154.41549077748996,73714800,AAPL,0
2022-09-07,153.9121856689453,154.61285463504657,151.59303614241935,152.78715495485997,87449600,AAPL,1
2022-09-08,152.43186950683594,154.3069155323693,150.6752279441013,152.60949878868428,84923800,AAPL,0
2022-09-09,155.30364990234375,155.74775322839724,152.71805660596894,153.42860385753409,68028800,AAPL,1
2022-09-12,161.2841033935547,162.10320702897022,157.20834188473088,157.4945274641237,104956000,AAPL,1
2022-09-13,151.82000732421875,158.4320302699307,151.35617743298022,157.80043436290458,122656600,AAPL,0
2022-09-14,153.27072143554688,155.037226524522,151.5930460586156,152.75754500619573,87965400,AAPL,1
2022-09-15,150.3693084716797,153.2016343191028,149.39231725485783,152.6193698403597,90481100,AAPL,0
2022-09-16,148.7212371826172,149.36271142090462,146.4218293394224,149.22455028716234,162278800,AAPL,0
2022-09-19,152.45162963867188,152.53058102303027,147.14228080189363,147.34951500970212,81474200,AAPL,1
2022-09-20,154.83984375,156.0043577800845,151.07000947628035,151.38579993733708,107689800,AAPL,1
2022-09-21,151.7015838623047,156.65567307047792,151.58316433856976,155.2740467070239,101696800,AAPL,0
2022-09-22,150.7344512939453,152.44173129494766,148.92847832058902,150.37917767527796,86652500,AAPL,1
2022-09-23,148.4547576904297,149.4811103065939,146.60931671774625,149.2047880772648,96029900,AAPL,0
2022-09-26,148.7903289794922,151.750937683408,147.67516154898482,147.69490315670595,93339400,AAPL,1
2022-09-27,149.76731872558594,152.68845924345578,147.98108723466274,150.7344617346572,84442700,AAPL,0
2022-09-28,147.87254333496094,148.66204205913598,142.9381951319115,145.70143313730634,146691400,AAPL,1
2021-09-30,102.9000015258789,104.44000244140625,101.98999786376953,102.08000183105469,57636700,AMD,1
2021-10-01,102.44999694824219,103.0,100.63999938964844,102.5999984741211,41491600,AMD,0
2021-10-04,100.33999633789062,101.8499984741211,99.81999969482422,101.73999786376953,41967100,AMD,0
2021-10-05,101.80999755859375,102.87000274658203,100.61000061035156,100.91999816894531,31455200,AMD,1
2021-10-06,103.63999938964844,103.72000122070312,100.3499984741211,100.44999694824219,39071700,AMD,1
2021-10-07,106.44999694824219,107.94999694824219,104.45999908447266,104.5999984741211,41543100,AMD,1
2021-10-08,105.05999755859375,107.27999877929688,104.88999938964844,106.55000305175781,30623000,AMD,0
2021-10-11,104.68000030517578,107.19999694824219,104.0199966430664,104.62000274658203,31284400,AMD,1
2021-10-12,105.04000091552734,106.04000091552734,104.33999633789062,105.16999816894531,34039900,AMD,0
2021-10-13,109.16000366210938,109.87999725341797,106.25,106.27999877929688,55631900,AMD,1
2021-10-14,111.98999786376953,112.22000122070312,109.62999725341797,110.5,46900200,AMD,1
2021-10-15,112.12000274658203,112.83999633789062,111.11000061035156,112.51000213623047,34203000,AMD,0
2021-10-18,116.43000030517578,116.87999725341797,111.37000274658203,111.9000015258789,47537800,AMD,1
2021-10-19,116.33000183105469,117.16999816894531,114.47000122070312,116.16000366210938,39593900,AMD,1
2021-10-20,116.38999938964844,118.30000305175781,115.41999816894531,116.29000091552734,34244800,AMD,1
2021-10-21,119.33000183105469,119.68000030517578,116.26000213623047,116.5,34794900,AMD,1
2021-10-22,119.81999969482422,121.55999755859375,118.37000274658203,120.83000183105469,38992700,AMD,0
2021-10-25,122.36000061035156,123.45999908447266,118.5999984741211,120.5199966430664,47834100,AMD,1
2021-10-26,122.93000030517578,127.19999694824219,122.58000183105469,122.98999786376953,59458900,AMD,0
2021-10-27,122.27999877929688,128.0800018310547,121.05000305175781,121.62999725341797,98245300,AMD,1
2021-10-28,121.16000366210938,123.5,120.26000213623047,122.86000061035156,58002500,AMD,0
2021-10-29,120.2300033569336,122.56999969482422,119.87999725341797,120.94999694824219,43320100,AMD,0
2021-11-01,125.2300033569336,125.66999816894531,118.12999725341797,119.44999694824219,54559800,AMD,1
2021-11-02,127.62999725341797,128.4600067138672,124.19999694824219,124.9800033569336,53491900,AMD,1
2021-11-03,130.52999877929688,130.60000610351562,126.79000091552734,127.75,59537800,AMD,1
2021-11-04,137.5,139.0,130.77000427246094,132.00999450683594,84825200,AMD,1
2021-11-05,136.33999633789062,141.22000122070312,134.4199981689453,139.19000244140625,64920600,AMD,0
2021-11-08,150.16000366210938,153.60000610351562,137.6999969482422,137.6999969482422,141493800,AMD,1
2021-11-09,148.9199981689453,155.64999389648438,143.88999938964844,154.00999450683594,98442600,AMD,0
